# loss | a0 ... a3
1.646942e+03	-1.657037e+00	-1.426667e+00	-1.193304e+00
8.844150e+02	-1.507037e+00	-1.276667e+00	-1.343304e+00
4.020010e+02	-1.386802e+00	-1.122552e+00	-1.430042e+00
1.150066e+02	-1.204344e+00	-9.513002e-01	-1.559257e+00
1.047115e+02	-1.015506e+00	-7.809323e-01	-1.673325e+00
1.983428e+02	-8.905911e-01	-6.650885e-01	-1.746691e+00
2.953902e+02	-8.078384e-01	-5.758828e-01	-1.799027e+00
3.546251e+02	-7.605724e-01	-5.186212e-01	-1.802986e+00
4.089321e+02	-7.244429e-01	-4.651800e-01	-1.805911e+00
4.220097e+02	-7.317351e-01	-4.385438e-01	-1.797185e+00
4.346766e+02	-7.410541e-01	-4.118752e-01	-1.785928e+00
4.180567e+02	-7.718080e-01	-4.065070e-01	-1.754346e+00
3.840744e+02	-8.095379e-01	-4.154695e-01	-1.705678e+00
3.563005e+02	-8.406140e-01	-4.232468e-01	-1.664650e+00
3.076255e+02	-8.890080e-01	-4.470959e-01	-1.611146e+00
2.392892e+02	-9.496809e-01	-4.895412e-01	-1.541575e+00
1.783583e+02	-1.006425e+00	-5.315745e-01	-1.470616e+00
1.339465e+02	-1.054325e+00	-5.672236e-01	-1.410916e+00
9.249729e+01	-1.099281e+00	-6.110656e-01	-1.346565e+00
6.274605e+01	-1.130655e+00	-6.545485e-01	-1.283913e+00
4.464317e+01	-1.162057e+00	-6.994780e-01	-1.216036e+00
4.171325e+01	-1.190227e+00	-7.401438e-01	-1.154634e+00
4.690104e+01	-1.203409e+00	-7.783108e-01	-1.099934e+00
5.715980e+01	-1.205999e+00	-8.154571e-01	-1.051511e+00
6.642744e+01	-1.194688e+00	-8.488452e-01	-1.010378e+00
7.356680e+01	-1.176736e+00	-8.776594e-01	-9.800772e-01
8.230745e+01	-1.160142e+00	-9.039115e-01	-9.531525e-01
8.581623e+01	-1.135103e+00	-9.268762e-01	-9.342614e-01
6.992515e+01	-1.084807e+00	-9.348143e-01	-9.263726e-01
5.766130e+01	-1.035850e+00	-9.394803e-01	-9.164057e-01
4.482698e+01	-9.791647e-01	-9.358995e-01	-9.146397e-01
3.949059e+01	-9.265945e-01	-9.308122e-01	-9.167078e-01
3.957291e+01	-8.799277e-01	-9.220399e-01	-9.201552e-01
4.385041e+01	-8.424397e-01	-9.136296e-01	-9.230165e-01
4.834723e+01	-8.166269e-01	-9.044915e-01	-9.239240e-01
5.152463e+01	-7.998653e-01	-8.947849e-01	-9.226829e-01
5.223933e+01	-7.904597e-01	-8.820328e-01	-9.182537e-01
5.221656e+01	-7.838831e-01	-8.686363e-01	-9.110063e-01
4.666451e+01	-7.925643e-01	-8.558346e-01	-9.023894e-01
3.756949e+01	-8.119585e-01	-8.413060e-01	-8.920452e-01
