# loss | a0 ... a6
1.222986e+03	-5.500000e-01	-1.275000e+00	1.090000e+00	2.300000e+00	1.625000e+00	5.000000e-02
6.743562e+02	-4.500000e-01	-1.375000e+00	9.900000e-01	2.200000e+00	1.525000e+00	1.500000e-01
4.538170e+02	-4.016438e-01	-1.278743e+00	9.208817e-01	2.111461e+00	1.435211e+00	2.402325e-01
3.853336e+02	-3.962597e-01	-1.172895e+00	8.671222e-01	1.996604e+00	1.342132e+00	3.172973e-01
3.270798e+02	-4.529358e-01	-1.074483e+00	8.599525e-01	1.889834e+00	1.269522e+00	3.621677e-01
2.957542e+02	-5.118088e-01	-9.676391e-01	8.588463e-01	1.774802e+00	1.205013e+00	3.992986e-01
2.721236e+02	-5.767162e-01	-8.649175e-01	8.667978e-01	1.667805e+00	1.153926e+00	4.302710e-01
2.220734e+02	-6.570437e-01	-7.644626e-01	8.918260e-01	1.586677e+00	1.140236e+00	4.466747e-01
2.058434e+02	-7.318898e-01	-6.634487e-01	9.141919e-01	1.506312e+00	1.131193e+00	4.596423e-01
1.881840e+02	-7.982248e-01	-5.740029e-01	9.243047e-01	1.508986e+00	1.128362e+00	4.718180e-01
1.600832e+02	-8.543821e-01	-4.960902e-01	9.005042e-01	1.559665e+00	1.131814e+00	4.812942e-01
1.400816e+02	-9.096261e-01	-4.265193e-01	8.763300e-01	1.612610e+00	1.138044e+00	4.893978e-01
1.227325e+02	-9.596711e-01	-3.718910e-01	8.500572e-01	1.674088e+00	1.146235e+00	4.968798e-01
9.698375e+01	-9.985427e-01	-3.513237e-01	8.109851e-01	1.748108e+00	1.153027e+00	5.040358e-01
7.453153e+01	-1.031036e+00	-3.418221e-01	7.641419e-01	1.828678e+00	1.159979e+00	5.107512e-01
6.343234e+01	-1.059557e+00	-3.340371e-01	7.221967e-01	1.899976e+00	1.164046e+00	5.164102e-01
5.716560e+01	-1.080622e+00	-3.383832e-01	6.873925e-01	1.965919e+00	1.161426e+00	5.202566e-01
5.619237e+01	-1.100274e+00	-3.485800e-01	6.633325e-01	2.025048e+00	1.158287e+00	5.237083e-01
6.106084e+01	-1.119376e+00	-3.546724e-01	6.431559e-01	2.077277e+00	1.156465e+00	5.260918e-01
6.050132e+01	-1.138003e+00	-3.588501e-01	6.467843e-01	2.108728e+00	1.150915e+00	5.256215e-01
5.767722e+01	-1.157073e+00	-3.569310e-01	6.632367e-01	2.129747e+00	1.149513e+00	5.246161e-01
5.488097e+01	-1.172860e+00	-3.541511e-01	6.792308e-01	2.145431e+00	1.144498e+00	5.228223e-01
4.818934e+01	-1.189322e+00	-3.407060e-01	7.135075e-01	2.141270e+00	1.139839e+00	5.187998e-01
4.442272e+01	-1.203669e+00	-3.275849e-01	7.457069e-01	2.135038e+00	1.133112e+00	5.142666e-01
4.236117e+01	-1.211294e+00	-3.142081e-01	7.739769e-01	2.129162e+00	1.123886e+00	5.106039e-01
4.059723e+01	-1.211403e+00	-2.968825e-01	8.003462e-01	2.120277e+00	1.110338e+00	5.067649e-01
3.998687e+01	-1.208372e+00	-2.814575e-01	8.201681e-01	2.116257e+00	1.098180e+00	5.037252e-01
4.049017e+01	-1.204225e+00	-2.679289e-01	8.394237e-01	2.112430e+00	1.085948e+00	5.008825e-01
4.074874e+01	-1.192710e+00	-2.570300e-01	8.537192e-01	2.114391e+00	1.072826e+00	4.992759e-01
4.368615e+01	-1.184023e+00	-2.418469e-01	8.685075e-01	2.111939e+00	1.061676e+00	4.969951e-01
4.588594e+01	-1.173360e+00	-2.318907e-01	8.751383e-01	2.117226e+00	1.052774e+00	4.953808e-01
4.699012e+01	-1.162153e+00	-2.231840e-01	8.760993e-01	2.128090e+00	1.050349e+00	4.941718e-01
4.801092e+01	-1.152204e+00	-2.151719e-01	8.742595e-01	2.140016e+00	1.050369e+00	4.929726e-01
4.934993e+01	-1.143269e+00	-2.100291e-01	8.750417e-01	2.150390e+00	1.049352e+00	4.917498e-01
4.877278e+01	-1.136405e+00	-2.061982e-01	8.745465e-01	2.162757e+00	1.054133e+00	4.902742e-01
4.743885e+01	-1.132061e+00	-2.036862e-01	8.764779e-01	2.172862e+00	1.060330e+00	4.888469e-01
4.599573e+01	-1.128846e+00	-2.015411e-01	8.773111e-01	2.182886e+00	1.067080e+00	4.870850e-01
4.352841e+01	-1.127944e+00	-2.004113e-01	8.780928e-01	2.193623e+00	1.077830e+00	4.847236e-01
4.103918e+01	-1.128459e+00	-2.020387e-01	8.814631e-01	2.203061e+00	1.087479e+00	4.819894e-01
3.974380e+01	-1.128223e+00	-2.018271e-01	8.850174e-01	2.210966e+00	1.096753e+00	4.797061e-01
3.819372e+01	-1.128414e+00	-2.049532e-01	8.912754e-01	2.219308e+00	1.106167e+00	4.768416e-01
3.785565e+01	-1.128167e+00	-2.059805e-01	8.969245e-01	2.226567e+00	1.115947e+00	4.743750e-01
3.753706e+01	-1.125893e+00	-2.075343e-01	9.027218e-01	2.232959e+00	1.121335e+00	4.719646e-01
3.630038e+01	-1.120853e+00	-2.123123e-01	9.112950e-01	2.239350e+00	1.122929e+00	4.696173e-01
3.528729e+01	-1.114261e+00	-2.162113e-01	9.192063e-01	2.245344e+00	1.123278e+00	4.677509e-01
3.462931e+01	-1.107916e+00	-2.177303e-01	9.256367e-01	2.250316e+00	1.122773e+00	4.653578e-01
3.369898e+01	-1.098394e+00	-2.214012e-01	9.339920e-01	2.255486e+00	1.118967e+00	4.630984e-01
3.375135e+01	-1.088727e+00	-2.219826e-01	9.397411e-01	2.260210e+00	1.116324e+00	4.611477e-01
3.392378e+01	-1.081368e+00	-2.198388e-01	9.467840e-01	2.261515e+00	1.113347e+00	4.583133e-01
3.460983e+01	-1.075567e+00	-2.114652e-01	9.555137e-01	2.257586e+00	1.111480e+00	4.544647e-01
3.506271e+01	-1.069997e+00	-2.069424e-01	9.647189e-01	2.255227e+00	1.108997e+00	4.508333e-01
3.572671e+01	-1.064377e+00	-2.028237e-01	9.717764e-01	2.254339e+00	1.107290e+00	4.475507e-01
3.577913e+01	-1.060332e+00	-2.005593e-01	9.789437e-01	2.254364e+00	1.108186e+00	4.439086e-01
3.616707e+01	-1.056507e+00	-1.968603e-01	9.854965e-01	2.253609e+00	1.109232e+00	4.403134e-01
3.672514e+01	-1.052100e+00	-1.935816e-01	9.912240e-01	2.253440e+00	1.109620e+00	4.371323e-01
3.689409e+01	-1.045912e+00	-1.934573e-01	9.941843e-01	2.257663e+00	1.110649e+00	4.343150e-01
3.778995e+01	-1.039945e+00	-1.897486e-01	9.969438e-01	2.259449e+00	1.112390e+00	4.316269e-01
3.770794e+01	-1.035960e+00	-1.897904e-01	1.001216e+00	2.261679e+00	1.114252e+00	4.289055e-01
3.734518e+01	-1.033149e+00	-1.900341e-01	1.005542e+00	2.264171e+00	1.118810e+00	4.257877e-01
3.718766e+01	-1.029002e+00	-1.909264e-01	1.007096e+00	2.268943e+00	1.122833e+00	4.231963e-01
3.666478e+01	-1.024525e+00	-1.942529e-01	1.010366e+00	2.273373e+00	1.124933e+00	4.210915e-01
3.627370e+01	-1.018676e+00	-1.982500e-01	1.011403e+00	2.279939e+00	1.126298e+00	4.188167e-01
3.614620e+01	-1.011785e+00	-2.025934e-01	1.011902e+00	2.287070e+00	1.127241e+00	4.171305e-01
3.563358e+01	-1.006808e+00	-2.078021e-01	1.015177e+00	2.292011e+00	1.128628e+00	4.154427e-01
3.535185e+01	-1.002213e+00	-2.109832e-01	1.019793e+00	2.294623e+00	1.130816e+00	4.133632e-01
3.477970e+01	-9.978055e-01	-2.162433e-01	1.025286e+00	2.297338e+00	1.132441e+00	4.117114e-01
3.447515e+01	-9.936532e-01	-2.202978e-01	1.028827e+00	2.300391e+00	1.133397e+00	4.098347e-01
3.488767e+01	-9.892215e-01	-2.193395e-01	1.031778e+00	2.300446e+00	1.134236e+00	4.071166e-01
3.529825e+01	-9.849222e-01	-2.187902e-01	1.034519e+00	2.300601e+00	1.134683e+00	4.047309e-01
3.505627e+01	-9.816073e-01	-2.216043e-01	1.038507e+00	2.301533e+00	1.135363e+00	4.027267e-01
3.449056e+01	-9.787257e-01	-2.257659e-01	1.045052e+00	2.300679e+00	1.136408e+00	4.008505e-01
3.396504e+01	-9.763770e-01	-2.294175e-01	1.050902e+00	2.300345e+00	1.137457e+00	3.985638e-01
3.407027e+01	-9.731231e-01	-2.305101e-01	1.053903e+00	2.300122e+00	1.137962e+00	3.965833e-01
3.478767e+01	-9.683643e-01	-2.293496e-01	1.055179e+00	2.299495e+00	1.138325e+00	3.945205e-01
3.502610e+01	-9.636818e-01	-2.315981e-01	1.057582e+00	2.300059e+00	1.138558e+00	3.930554e-01
3.535558e+01	-9.602317e-01	-2.320413e-01	1.059541e+00	2.299485e+00	1.138960e+00	3.913213e-01
3.651502e+01	-9.552717e-01	-2.293701e-01	1.059421e+00	2.298158e+00	1.138072e+00	3.892178e-01
3.691377e+01	-9.518932e-01	-2.296345e-01	1.060956e+00	2.297287e+00	1.139032e+00	3.874240e-01
3.720146e+01	-9.487500e-01	-2.305898e-01	1.062203e+00	2.296901e+00	1.139934e+00	3.860126e-01
3.755787e+01	-9.450415e-01	-2.320423e-01	1.061800e+00	2.298044e+00	1.141646e+00	3.847647e-01
3.821731e+01	-9.400961e-01	-2.333403e-01	1.062059e+00	2.298645e+00	1.141330e+00	3.836780e-01
3.820224e+01	-9.376715e-01	-2.356560e-01	1.063039e+00	2.298573e+00	1.142668e+00	3.825677e-01
