# loss | a0 ... a15
7.259546e+02	7.950400e-01	1.586400e-01	4.115600e-02	7.421600e-01	9.702400e-01	-9.132000e-01	-2.935000e-02	4.195000e-02	4.350000e-02	-3.555000e-02	-1.240000e-02	-1.977600e-02	3.096000e-03	-2.976000e-03	1.322400e+00	6.448000e-01
1.502650e+03	8.720200e-01	2.356200e-01	1.181360e-01	6.651800e-01	8.932600e-01	-9.901800e-01	4.763004e-02	1.189300e-01	1.204800e-01	4.143004e-02	6.458004e-02	5.720404e-02	8.007604e-02	7.400404e-02	1.245420e+00	7.217800e-01
6.641672e+02	7.992037e-01	1.679635e-01	4.828598e-02	7.418399e-01	9.680086e-01	-9.203842e-01	-2.630453e-02	4.440205e-02	4.702981e-02	-2.988502e-02	-7.781485e-03	-1.680334e-02	7.765753e-03	3.993060e-03	1.316995e+00	6.515367e-01
7.368184e+02	7.853926e-01	1.656361e-01	4.052106e-02	7.710551e-01	9.904849e-01	-9.136105e-01	-4.550529e-02	2.721089e-02	2.863348e-02	-3.638154e-02	-2.269538e-02	-2.885162e-02	-8.671682e-03	2.005181e-03	1.325133e+00	6.456301e-01
6.375031e+02	7.907679e-01	1.831525e-01	5.251934e-02	7.832665e-01	9.951543e-01	-9.257015e-01	-4.443517e-02	2.789680e-02	3.114437e-02	-2.619985e-02	-1.764684e-02	-2.397701e-02	-3.500836e-03	1.515939e-02	1.314421e+00	6.601088e-01
5.184274e+02	8.044097e-01	2.082943e-01	7.109373e-02	7.945603e-01	9.975981e-01	-9.442462e-01	-2.809777e-02	3.730844e-02	4.400728e-02	-1.349440e-02	5.538305e-03	-1.078971e-02	1.171836e-02	3.068884e-02	1.292163e+00	6.915099e-01
5.177813e+02	8.161251e-01	2.267599e-01	8.495032e-02	8.006200e-01	9.954206e-01	-9.598318e-01	-2.280189e-02	4.672416e-02	5.128427e-02	6.388098e-03	1.429996e-02	4.342258e-03	2.126609e-02	5.521349e-02	1.272911e+00	7.105009e-01
5.011518e+02	8.118979e-01	2.248697e-01	8.158689e-02	8.067607e-01	9.991926e-01	-9.571362e-01	-8.586330e-03	4.739589e-02	4.764222e-02	-6.203715e-03	2.949702e-02	2.611035e-03	2.136917e-02	3.629392e-02	1.270742e+00	7.179279e-01
4.980864e+02	8.104014e-01	2.252015e-01	7.917195e-02	8.179655e-01	1.006857e+00	-9.570395e-01	-1.064597e-02	4.671835e-02	4.666835e-02	-9.162833e-03	3.058093e-02	7.069467e-03	2.068569e-02	2.915734e-02	1.263621e+00	7.225256e-01
4.981683e+02	8.092437e-01	2.254848e-01	7.683873e-02	8.281283e-01	1.011952e+00	-9.570662e-01	-2.162544e-02	4.642166e-02	4.754748e-02	-1.137775e-02	1.905836e-02	1.185195e-02	2.216252e-02	2.291663e-02	1.262125e+00	7.184002e-01
4.961416e+02	8.088032e-01	2.256732e-01	7.621383e-02	8.310487e-01	1.014617e+00	-9.577699e-01	-1.036603e-02	4.296097e-02	4.492500e-02	-8.964741e-03	3.389121e-02	8.026325e-03	2.146854e-02	2.435125e-02	1.255984e+00	7.260648e-01
4.974149e+02	8.063767e-01	2.241138e-01	7.337067e-02	8.363188e-01	1.016929e+00	-9.556751e-01	-1.025606e-02	5.277017e-02	4.197955e-02	-1.807079e-02	3.396262e-02	1.550445e-02	2.133324e-02	8.779198e-03	1.257192e+00	7.271736e-01
4.980068e+02	8.098482e-01	2.285077e-01	7.698793e-02	8.367518e-01	1.016951e+00	-9.610361e-01	-5.800557e-03	4.184545e-02	4.387193e-02	-2.550133e-03	3.957269e-02	6.371923e-03	2.466916e-02	2.652307e-02	1.250820e+00	7.291122e-01
5.014602e+02	8.107392e-01	2.317610e-01	7.518734e-02	8.529212e-01	1.026674e+00	-9.631665e-01	-1.654445e-02	3.788425e-02	4.149343e-02	8.582730e-03	3.213581e-02	5.520713e-03	2.476750e-02	3.989386e-02	1.248102e+00	7.257397e-01
4.953471e+02	8.052102e-01	2.244840e-01	7.105483e-02	8.449555e-01	1.023039e+00	-9.593043e-01	-1.447046e-02	3.277059e-02	3.971184e-02	-2.041316e-03	3.352232e-02	5.066428e-04	2.430798e-02	2.335086e-02	1.251160e+00	7.225508e-01
4.955911e+02	8.065301e-01	2.258913e-01	7.437117e-02	8.348675e-01	1.015667e+00	-9.634169e-01	-1.632053e-02	3.629128e-02	4.139174e-02	1.823329e-03	3.108762e-02	5.952335e-03	2.728467e-02	2.759086e-02	1.248034e+00	7.245051e-01
4.966911e+02	8.078506e-01	2.287604e-01	7.490574e-02	8.432735e-01	1.020690e+00	-9.649787e-01	-9.574368e-03	3.754212e-02	4.227604e-02	1.989703e-03	3.829219e-02	9.101342e-03	2.900671e-02	2.493129e-02	1.242237e+00	7.294638e-01
5.006322e+02	8.085036e-01	2.318549e-01	7.385548e-02	8.577676e-01	1.030903e+00	-9.658993e-01	9.053849e-03	3.703610e-02	4.299472e-02	-1.529635e-03	5.851246e-02	7.388530e-03	3.179436e-02	1.568207e-02	1.233483e+00	7.398497e-01
4.959914e+02	8.027618e-01	2.240996e-01	6.849673e-02	8.519255e-01	1.026933e+00	-9.623554e-01	-2.245768e-02	3.391606e-02	3.703953e-02	3.098984e-04	2.882812e-02	7.883989e-03	2.831029e-02	1.852328e-02	1.243843e+00	7.238058e-01
5.009534e+02	8.072692e-01	2.301596e-01	7.479903e-02	8.468124e-01	1.019616e+00	-9.698284e-01	-2.850984e-02	3.410826e-02	4.206250e-02	1.210420e-02	2.090705e-02	1.266796e-02	3.380699e-02	3.615854e-02	1.242112e+00	7.223105e-01
4.957006e+02	8.049033e-01	2.283282e-01	7.191496e-02	8.510904e-01	1.023096e+00	-9.688734e-01	-2.306106e-02	3.415501e-02	3.737951e-02	1.042848e-02	3.057133e-02	1.281134e-02	3.164911e-02	2.964403e-02	1.235980e+00	7.281146e-01
4.994940e+02	7.989396e-01	2.224927e-01	6.422835e-02	8.600486e-01	1.029917e+00	-9.640801e-01	-2.095238e-02	3.558192e-02	2.773157e-02	3.319930e-03	3.348798e-02	1.709138e-02	2.565645e-02	1.314909e-02	1.232385e+00	7.302007e-01
5.082183e+02	8.085751e-01	2.356954e-01	7.557297e-02	8.591370e-01	1.027046e+00	-9.754910e-01	-1.083398e-02	3.750846e-02	3.987128e-02	1.543800e-02	4.473950e-02	1.932378e-02	3.711403e-02	2.890679e-02	1.222229e+00	7.398689e-01
4.973464e+02	8.042283e-01	2.302309e-01	7.389409e-02	8.465258e-01	1.020016e+00	-9.747350e-01	-4.673940e-04	2.402820e-02	4.287549e-02	6.178534e-03	5.096201e-02	8.460748e-03	4.190694e-02	9.394449e-03	1.221170e+00	7.388258e-01
5.001729e+02	7.966731e-01	2.214726e-01	6.564427e-02	8.487698e-01	1.023748e+00	-9.684039e-01	-2.659331e-02	2.333714e-02	3.313466e-02	4.080127e-03	3.016348e-02	6.581004e-03	3.313796e-02	9.809908e-03	1.233195e+00	7.240336e-01
5.026734e+02	8.042278e-01	2.316975e-01	7.465665e-02	8.481074e-01	1.022466e+00	-9.780768e-01	-3.622079e-02	3.072611e-02	3.815264e-02	2.117198e-02	1.941435e-02	1.844473e-02	3.776615e-02	3.420131e-02	1.229456e+00	7.226998e-01
