# loss | a0 ... a3
6.977540e+01	-6.400000e-01	-8.871429e-01	1.052857e+01	1.554286e+00
1.598444e+02	-4.822222e-01	-9.602777e-01	1.080272e+01	1.238172e+00
9.737735e+01	-3.487059e-01	-8.672610e-01	1.060956e+01	1.420759e+00
7.104322e+01	-5.525448e-01	-9.020725e-01	1.095359e+01	1.076328e+00
5.389324e+01	-4.807679e-01	-8.783388e-01	1.082665e+01	1.242772e+00
5.339910e+01	-4.460481e-01	-8.784122e-01	1.081085e+01	1.179952e+00
5.463350e+01	-4.940787e-01	-8.774383e-01	1.080204e+01	1.285170e+00
5.505363e+01	-5.057894e-01	-8.856206e-01	1.082554e+01	1.223355e+00
5.907590e+01	-4.342491e-01	-8.685856e-01	1.074087e+01	1.254032e+00
5.438734e+01	-4.636406e-01	-8.724678e-01	1.083040e+01	1.174690e+00
5.417949e+01	-4.926483e-01	-8.876334e-01	1.079438e+01	1.235641e+00
5.489667e+01	-4.377431e-01	-8.803357e-01	1.075031e+01	1.283769e+00
5.761209e+01	-5.295531e-01	-8.915279e-01	1.082577e+01	1.195785e+00
6.064509e+01	-4.442173e-01	-8.766881e-01	1.069479e+01	1.427724e+00
7.585947e+01	-5.365211e-01	-9.091580e-01	1.094299e+01	1.001547e+00
5.429079e+01	-4.627332e-01	-8.729303e-01	1.077648e+01	1.168955e+00
5.380429e+01	-4.443646e-01	-8.874128e-01	1.074994e+01	1.174861e+00
5.635771e+01	-4.678484e-01	-8.698717e-01	1.079401e+01	1.280254e+00
6.146240e+01	-5.031785e-01	-9.050251e-01	1.081786e+01	1.163890e+00
7.660926e+01	-4.806224e-01	-8.461140e-01	1.072340e+01	1.291065e+00
5.896804e+01	-4.965614e-01	-8.779030e-01	1.093146e+01	9.386852e-01
6.615181e+01	-4.065687e-01	-8.614686e-01	1.072418e+01	1.146803e+00
6.039473e+01	-5.649748e-01	-8.943996e-01	1.078353e+01	1.197328e+00
7.650458e+01	-4.499535e-01	-8.535575e-01	1.063754e+01	1.290067e+00
6.828693e+01	-5.604584e-01	-8.886501e-01	1.094189e+01	8.752056e-01
5.358415e+01	-4.927132e-01	-8.769820e-01	1.077706e+01	1.147216e+00
5.568232e+01	-4.398277e-01	-8.918319e-01	1.078648e+01	1.016461e+00
5.680734e+01	-5.303161e-01	-8.731812e-01	1.081057e+01	1.203146e+00
5.340866e+01	-4.661947e-01	-8.883148e-01	1.076464e+01	1.173757e+00
5.514794e+01	-4.652580e-01	-8.979799e-01	1.068158e+01	1.246021e+00
7.463369e+01	-4.991247e-01	-8.460833e-01	1.075912e+01	1.276700e+00
5.647594e+01	-4.925473e-01	-8.831021e-01	1.067987e+01	1.390055e+00
6.389045e+01	-5.075464e-01	-9.000830e-01	1.089507e+01	9.941927e-01
6.430943e+01	-4.158187e-01	-8.612736e-01	1.073631e+01	1.150761e+00
7.187749e+01	-6.427145e-01	-8.658627e-01	1.083964e+01	1.292401e+00
5.412463e+01	-5.157756e-01	-8.815315e-01	1.076195e+01	1.152708e+00
5.939088e+01	-4.476257e-01	-8.713603e-01	1.068902e+01	1.290071e+00
5.734581e+01	-5.208420e-01	-8.869066e-01	1.086330e+01	1.185810e+00
6.120444e+01	-4.566544e-01	-8.642043e-01	1.072077e+01	1.270278e+00
6.205328e+01	-5.097907e-01	-8.984236e-01	1.090273e+01	1.087462e+00
5.585680e+01	-4.637309e-01	-8.687070e-01	1.080601e+01	1.205304e+00
6.638388e+01	-4.549139e-01	-8.549192e-01	1.078648e+01	1.261388e+00
1.163878e+02	-5.191010e-01	-9.414584e-01	1.086081e+01	1.068715e+00
3.430414e+02	-4.824822e-01	-7.433690e-01	1.072949e+01	1.269473e+00
1.405938e+02	-6.460861e-01	-9.185868e-01	1.132362e+01	4.142715e-01
1.237509e+02	-5.792164e-01	-8.125673e-01	1.116587e+01	7.538405e-01
7.240788e+01	-4.719774e-01	-8.455158e-01	1.098844e+01	9.012716e-01
