# loss | a0 ... a8
2.449966e+02	1.363518e+00	-1.125902e+00	1.449000e+01	3.630826e+00	2.687286e+00	3.071071e-01	-6.109500e-01	-9.508929e-03	1.018531e+01
5.212037e+02	1.544743e+00	-9.592046e-01	1.425043e+01	3.820831e+00	2.887951e+00	4.342836e-01	-8.161489e-01	-1.621885e-01	9.995973e+00
1.674980e+03	1.326382e+00	-1.076627e+00	1.445677e+01	3.596600e+00	2.712394e+00	2.626228e-01	-9.481153e-01	-3.093078e-01	1.015607e+01
2.762325e+02	1.333499e+00	-9.531752e-01	1.448376e+01	3.602866e+00	2.522272e+00	1.465628e-01	-7.691631e-01	-4.362504e-01	9.997164e+00
2.049313e+02	1.297950e+00	-8.960779e-01	1.448942e+01	3.620644e+00	2.490448e+00	1.721847e-01	-7.196145e-01	-4.856357e-01	9.910522e+00
1.732343e+02	1.240342e+00	-8.772438e-01	1.449403e+01	3.626056e+00	2.520593e+00	2.196905e-01	-7.198807e-01	-4.944103e-01	9.870343e+00
1.670679e+02	1.161661e+00	-8.785963e-01	1.451960e+01	3.606826e+00	2.553812e+00	2.591385e-01	-7.359835e-01	-4.856090e-01	9.852063e+00
1.533296e+02	1.072238e+00	-8.885882e-01	1.455121e+01	3.578846e+00	2.593991e+00	2.848805e-01	-7.538921e-01	-4.683189e-01	9.845309e+00
1.088568e+02	1.000305e+00	-9.132723e-01	1.458984e+01	3.517285e+00	2.600875e+00	2.716789e-01	-7.696166e-01	-4.465544e-01	9.855935e+00
9.653729e+01	9.610055e-01	-9.275867e-01	1.459488e+01	3.483759e+00	2.625252e+00	2.776472e-01	-7.819194e-01	-4.227845e-01	9.863654e+00
8.683757e+01	9.281045e-01	-9.376095e-01	1.459213e+01	3.456783e+00	2.653244e+00	2.896068e-01	-7.913592e-01	-3.993605e-01	9.872839e+00
7.970398e+01	9.128855e-01	-9.449163e-01	1.457394e+01	3.438587e+00	2.682263e+00	2.966751e-01	-7.975706e-01	-3.780717e-01	9.884538e+00
7.523538e+01	9.028128e-01	-9.465986e-01	1.454684e+01	3.432410e+00	2.719449e+00	3.110788e-01	-8.021936e-01	-3.569480e-01	9.890567e+00
7.227915e+01	9.032493e-01	-9.502265e-01	1.451430e+01	3.426753e+00	2.754201e+00	3.131146e-01	-8.044172e-01	-3.375605e-01	9.899058e+00
7.230709e+01	8.984839e-01	-9.488262e-01	1.448761e+01	3.420101e+00	2.781869e+00	3.159975e-01	-8.036129e-01	-3.212473e-01	9.895807e+00
7.117778e+01	8.875124e-01	-9.497024e-01	1.447040e+01	3.402843e+00	2.801239e+00	3.147854e-01	-8.037420e-01	-3.061941e-01	9.895857e+00
