# loss | a0 ... a5
1.473778e+03	-8.395890e-01	-2.767123e-01	-2.529822e+00	3.223014e+00	1.583699e+00	-1.980027e+00
1.119791e+03	-7.459263e-01	-3.703750e-01	-2.436159e+00	3.129351e+00	1.490036e+00	-2.073690e+00
8.016338e+02	-8.374157e-01	-4.639502e-01	-2.342447e+00	3.045824e+00	1.400163e+00	-2.037213e+00
6.958455e+02	-8.962804e-01	-5.131519e-01	-2.289139e+00	3.053603e+00	1.367471e+00	-1.986569e+00
5.215508e+02	-9.647308e-01	-5.870850e-01	-2.193392e+00	2.960913e+00	1.310371e+00	-2.025540e+00
4.303815e+02	-1.019219e+00	-6.198493e-01	-2.109451e+00	2.887117e+00	1.267376e+00	-2.049989e+00
3.688265e+02	-1.054608e+00	-6.844020e-01	-2.053177e+00	2.889734e+00	1.273149e+00	-1.999054e+00
2.932708e+02	-1.140828e+00	-7.829849e-01	-1.946528e+00	2.889569e+00	1.273437e+00	-1.999670e+00
2.745028e+02	-1.127566e+00	-7.587002e-01	-1.913088e+00	2.825761e+00	1.242513e+00	-1.993626e+00
2.590145e+02	-1.171145e+00	-7.459639e-01	-1.866787e+00	2.760210e+00	1.218548e+00	-2.042250e+00
2.212692e+02	-1.139186e+00	-8.002244e-01	-1.802432e+00	2.767952e+00	1.243820e+00	-1.965829e+00
2.029662e+02	-1.160545e+00	-8.461983e-01	-1.732001e+00	2.774420e+00	1.268163e+00	-1.921057e+00
1.858334e+02	-1.133365e+00	-8.162989e-01	-1.704226e+00	2.709337e+00	1.233585e+00	-1.939635e+00
1.842973e+02	-1.149791e+00	-7.915652e-01	-1.649528e+00	2.695184e+00	1.214336e+00	-1.960131e+00
1.548522e+02	-1.118576e+00	-8.145446e-01	-1.622402e+00	2.656886e+00	1.246300e+00	-1.914931e+00
1.471822e+02	-1.162333e+00	-8.386101e-01	-1.567860e+00	2.636301e+00	1.234304e+00	-1.926755e+00
1.305224e+02	-1.086615e+00	-8.183235e-01	-1.549753e+00	2.607578e+00	1.246780e+00	-1.880530e+00
1.298023e+02	-1.043731e+00	-8.032725e-01	-1.542545e+00	2.604887e+00	1.268684e+00	-1.841891e+00
1.096163e+02	-1.097474e+00	-8.191193e-01	-1.478337e+00	2.547532e+00	1.236708e+00	-1.865204e+00
1.026169e+02	-1.078606e+00	-8.452924e-01	-1.445884e+00	2.538988e+00	1.244116e+00	-1.866147e+00
9.135329e+01	-1.081601e+00	-8.110258e-01	-1.417747e+00	2.501502e+00	1.242399e+00	-1.833914e+00
8.944336e+01	-1.072954e+00	-7.795255e-01	-1.395574e+00	2.506140e+00	1.249205e+00	-1.787741e+00
7.599482e+01	-1.071872e+00	-8.104157e-01	-1.360294e+00	2.454999e+00	1.241181e+00	-1.801111e+00
7.352004e+01	-1.096379e+00	-8.099592e-01	-1.329752e+00	2.437168e+00	1.241035e+00	-1.819423e+00
6.455966e+01	-1.024147e+00	-8.072302e-01	-1.325228e+00	2.418868e+00	1.249450e+00	-1.754518e+00
6.051052e+01	-1.022526e+00	-8.162239e-01	-1.317324e+00	2.380539e+00	1.235478e+00	-1.748547e+00
5.201425e+01	-1.053937e+00	-8.032327e-01	-1.275290e+00	2.378188e+00	1.255627e+00	-1.722627e+00
5.113502e+01	-1.039482e+00	-7.935597e-01	-1.261810e+00	2.378546e+00	1.258419e+00	-1.715839e+00
4.395898e+01	-1.037177e+00	-8.010045e-01	-1.241686e+00	2.342466e+00	1.249150e+00	-1.687012e+00
4.311942e+01	-1.028984e+00	-7.973208e-01	-1.233344e+00	2.346335e+00	1.248742e+00	-1.663688e+00
3.637493e+01	-1.032881e+00	-7.984504e-01	-1.207126e+00	2.307666e+00	1.251900e+00	-1.656507e+00
