# loss | a0 ... a4
4.368212e+03	9.591860e-01	-4.809012e-01	1.599215e+01	3.425073e+00
5.018152e+02	4.321435e-01	-1.007944e+00	1.651919e+01	2.898030e+00
2.115439e+02	4.247525e-01	-9.449333e-01	1.652334e+01	2.897087e+00
2.115439e+02	4.247525e-01	-9.449333e-01	1.652334e+01	2.897087e+00
1.541017e+02	4.363423e-01	-9.109174e-01	1.650858e+01	2.910847e+00
1.381273e+02	4.573867e-01	-8.894476e-01	1.648183e+01	2.933666e+00
1.381273e+02	4.573867e-01	-8.894476e-01	1.648183e+01	2.933666e+00
1.340107e+02	4.804681e-01	-8.805609e-01	1.645400e+01	2.954273e+00
1.325843e+02	4.990760e-01	-8.766383e-01	1.643260e+01	2.973463e+00
1.325843e+02	4.990760e-01	-8.766383e-01	1.643260e+01	2.973463e+00
1.315112e+02	5.238955e-01	-8.693030e-01	1.640213e+01	2.994782e+00
1.306845e+02	5.499726e-01	-8.757132e-01	1.636975e+01	3.017910e+00
1.306845e+02	5.499726e-01	-8.757132e-01	1.636975e+01	3.017910e+00
1.300670e+02	5.792242e-01	-8.656845e-01	1.633658e+01	3.045949e+00
1.287552e+02	6.132664e-01	-8.786281e-01	1.630066e+01	3.070478e+00
1.287552e+02	6.132664e-01	-8.786281e-01	1.630066e+01	3.070478e+00
1.266550e+02	6.519413e-01	-8.739039e-01	1.625220e+01	3.104452e+00
1.249994e+02	6.923520e-01	-8.739925e-01	1.620735e+01	3.136446e+00
1.249994e+02	6.923520e-01	-8.739925e-01	1.620735e+01	3.136446e+00
1.242043e+02	7.404481e-01	-8.644852e-01	1.614796e+01	3.174684e+00
1.211926e+02	7.881514e-01	-8.812773e-01	1.609369e+01	3.209257e+00
1.211926e+02	7.881514e-01	-8.812773e-01	1.609369e+01	3.209257e+00
1.176895e+02	8.432412e-01	-8.753061e-01	1.602381e+01	3.253166e+00
1.139964e+02	9.114726e-01	-8.778413e-01	1.594529e+01	3.303957e+00
1.139964e+02	9.114726e-01	-8.778413e-01	1.594529e+01	3.303957e+00
1.114078e+02	9.923641e-01	-8.662227e-01	1.583833e+01	3.367606e+00
1.061642e+02	1.056735e+00	-8.896449e-01	1.575606e+01	3.401085e+00
1.061642e+02	1.056735e+00	-8.896449e-01	1.575606e+01	3.401085e+00
1.008494e+02	1.123247e+00	-8.875112e-01	1.566580e+01	3.446239e+00
9.344598e+01	1.239183e+00	-8.815732e-01	1.550748e+01	3.530689e+00
9.344598e+01	1.239183e+00	-8.815732e-01	1.550748e+01	3.530689e+00
8.839636e+01	1.326030e+00	-8.968637e-01	1.539764e+01	3.589624e+00
8.693214e+01	1.348426e+00	-8.928261e-01	1.535493e+01	3.619512e+00
8.693214e+01	1.348426e+00	-8.928261e-01	1.535493e+01	3.619512e+00
