# loss | a0 ... a9
1.842786e+04	1.275200e+00	-4.542000e-01	1.392800e+01	3.559000e+00	5.689600e+00	2.024000e-01	-6.446000e-01	5.202000e-01	8.867600e+00
4.885226e+03	1.164903e+00	-5.644975e-01	1.403830e+01	3.448703e+00	5.579303e+00	9.210251e-02	-5.343025e-01	6.304975e-01	8.977897e+00
1.313231e+03	1.078832e+00	-6.560385e-01	1.412054e+01	3.365818e+00	5.501893e+00	-4.737668e-03	-4.402285e-01	7.229440e-01	9.078217e+00
7.188462e+02	1.023471e+00	-7.129432e-01	1.417281e+01	3.313306e+00	5.452788e+00	-6.363405e-02	-4.000099e-01	7.640252e-01	9.146198e+00
6.286362e+02	9.850368e-01	-7.508418e-01	1.420831e+01	3.278006e+00	5.419905e+00	-9.704399e-02	-3.765619e-01	7.852300e-01	9.196426e+00
6.251575e+02	9.595605e-01	-7.745704e-01	1.423116e+01	3.255844e+00	5.399063e+00	-1.129859e-01	-3.834182e-01	7.814893e-01	9.232613e+00
6.325232e+02	9.418197e-01	-7.900970e-01	1.424641e+01	3.241374e+00	5.385922e+00	-1.201499e-01	-3.846894e-01	7.811330e-01	9.259282e+00
6.299097e+02	9.297127e-01	-7.996397e-01	1.425635e+01	3.232367e+00	5.377625e+00	-1.194532e-01	-3.907283e-01	7.764706e-01	9.279970e+00
6.212226e+02	9.209525e-01	-8.055608e-01	1.426292e+01	3.226798e+00	5.372877e+00	-1.154686e-01	-4.027943e-01	7.692720e-01	9.295585e+00
6.020254e+02	9.146661e-01	-8.087917e-01	1.426716e+01	3.223739e+00	5.370226e+00	-1.071320e-01	-4.235624e-01	7.565944e-01	9.310539e+00
5.813492e+02	9.099659e-01	-8.103658e-01	1.426985e+01	3.222073e+00	5.369175e+00	-9.809309e-02	-4.366135e-01	7.488221e-01	9.320470e+00
5.543227e+02	9.060978e-01	-8.108453e-01	1.427149e+01	3.221576e+00	5.369238e+00	-8.662974e-02	-4.490459e-01	7.403795e-01	9.330963e+00
5.256682e+02	9.032450e-01	-8.103997e-01	1.427251e+01	3.221581e+00	5.369680e+00	-7.496824e-02	-4.745854e-01	7.216827e-01	9.338271e+00
4.910143e+02	9.008589e-01	-8.094934e-01	1.427307e+01	3.222022e+00	5.370458e+00	-6.238827e-02	-5.177000e-01	6.885344e-01	9.345514e+00
4.567800e+02	8.986150e-01	-8.081510e-01	1.427352e+01	3.222635e+00	5.371506e+00	-4.916975e-02	-5.433014e-01	6.677729e-01	9.352222e+00
4.168652e+02	8.960864e-01	-8.068837e-01	1.427417e+01	3.223132e+00	5.372403e+00	-3.481913e-02	-5.949332e-01	6.244140e-01	9.360413e+00
3.843619e+02	8.940704e-01	-8.053384e-01	1.427450e+01	3.223815e+00	5.373548e+00	-2.122913e-02	-6.377899e-01	5.897155e-01	9.367187e+00
3.524406e+02	8.919182e-01	-8.038288e-01	1.427492e+01	3.224480e+00	5.374738e+00	-7.316728e-03	-6.929085e-01	5.557307e-01	9.372946e+00
3.276809e+02	8.896893e-01	-8.025112e-01	1.427562e+01	3.224778e+00	5.375428e+00	6.079822e-03	-7.301040e-01	5.339095e-01	9.380202e+00
3.067731e+02	8.873459e-01	-8.013561e-01	1.427641e+01	3.225025e+00	5.376057e+00	1.926724e-02	-7.614606e-01	5.154500e-01	9.388761e+00
2.899441e+02	8.847461e-01	-8.003948e-01	1.427770e+01	3.224691e+00	5.376085e+00	3.174873e-02	-7.834000e-01	5.017616e-01	9.394170e+00
2.723950e+02	8.817933e-01	-7.986584e-01	1.427887e+01	3.224723e+00	5.376668e+00	4.813387e-02	-7.953823e-01	4.940033e-01	9.400657e+00
2.622722e+02	8.787714e-01	-7.987652e-01	1.428106e+01	3.223319e+00	5.375515e+00	5.759296e-02	-8.147209e-01	4.769269e-01	9.405915e+00
2.529419e+02	8.753359e-01	-7.987409e-01	1.428366e+01	3.221722e+00	5.373934e+00	6.838731e-02	-8.259589e-01	4.656202e-01	9.412800e+00
2.459632e+02	8.719493e-01	-7.996432e-01	1.428642e+01	3.219582e+00	5.372119e+00	7.580274e-02	-8.384904e-01	4.512329e-01	9.418194e+00
2.392065e+02	8.684693e-01	-8.014661e-01	1.428963e+01	3.216629e+00	5.369316e+00	8.124588e-02	-8.408057e-01	4.425627e-01	9.423931e+00
2.331669e+02	8.647712e-01	-8.026004e-01	1.429256e+01	3.214179e+00	5.367151e+00	8.811241e-02	-8.469232e-01	4.317534e-01	9.429728e+00
2.271374e+02	8.610666e-01	-8.045990e-01	1.429589e+01	3.211272e+00	5.364345e+00	9.245605e-02	-8.531079e-01	4.193193e-01	9.436769e+00
